ProductKey,Product Name,Brand,Color,Subcategory,Category
2371,Contoso Air conditioner 10000BTU M0490 Grey,Contoso,Air Conditioners,Air Conditioners,Home Appliances
2416,Litware 3-Speed Oscillating Blower Fan M115 White,Litware,Fans,Fans,Home Appliances
1251,Contoso Travel Charger for S-Series Battery E302 Black,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
2195,Adventure Works Wall Lamp E3150 Black,Adventure Works,Lamps,Lamps,Home Appliances
972,A. Datum Compact Digital Camera M200 Pink,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
905,SV 40GB USB2.0 Portable Hard Disk E400 Blue,Southridge Video,Computers Accessories,Computers Accessories,Computers
1429,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
504,Adventure Works LCD24W X300 White,Adventure Works,Monitors,Monitors,Computers
1034,A. Datum Super-zoom Digital Camera X300 Azure,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1914,Fabrikam Refrigerator 1.7CuFt E1200 Silver,Fabrikam,Refrigerators,Refrigerators,Home Appliances
2151,Adventure Works Coffee Maker 4C E080 Silver,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
2315,Litware Wall Lamp E3015 Black,Litware,Lamps,Lamps,Home Appliances
816,Contoso Desktop Alternative Bundle E200 Grey,Contoso,Computers Accessories,Computers Accessories,Computers
1283,Contoso Mini Battery Charger Kit E320 White,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
1320,Contoso KSU-less key system M38 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1415,The Phone Company Touch Screen Phones Infrared M901 Black,The Phone Company,Touch Screen Phones,Touch Screen Phones,Cell phones
297,SV Car Video TFT6.2W E6282 Black,Southridge Video,Car Video,Car Video,TV and Video
725,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
678,Proseware Laser Fax Printer E100 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
1758,MGS Train Simulator E124,Tailspin Toys,Download Games,Download Games,Games and Toys
1871,Contoso Washer & Dryer 15.5in E155 White,Contoso,Washers & Dryers,Washers & Dryers,Home Appliances
290,Contoso Home Theater System 4.1 Channel M1420 Brown,Contoso,Home Theater System,Home Theater System,TV and Video
1772,MGS Flight Simulator X Acceleration Expansion Pack 2009 E128,Tailspin Toys,Download Games,Download Games,Games and Toys
1809,MGS Bicycle Board Games2009 E165,Tailspin Toys,Download Games,Download Games,Games and Toys
1746,MGS Zoo Tycoon Dinosaur Digs X200,Tailspin Toys,Download Games,Download Games,Games and Toys
131,"Adventure Works 20"" Analog CRT TV E45 White",Adventure Works,Televisions,Televisions,TV and Video
135,"Adventure Works 20"" LCD HDTV M120 White",Adventure Works,Televisions,Televisions,TV and Video
1040,A. Datum Point n' Shoot Digital Camera M500 Azure,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
2083,Contoso Microwave 0.9CuFt E0090 Black,Contoso,Microwaves,Microwaves,Home Appliances
456,WWI Desktop PC2.30 M2300 White,Wide World Importers,Desktops,Desktops,Computers
1965,Litware Refrigerator 9.7CuFt M560 Blue,Litware,Refrigerators,Refrigerators,Home Appliances
1061,"A. Datum SLR Camera 35"" X358 Gold",A. Datum,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
901,SV Keyboard E10 Black,Southridge Video,Computers Accessories,Computers Accessories,Computers
293,SV Car Video LCD7W M7081 Black,Southridge Video,Car Video,Car Video,TV and Video
2359,Contoso Air conditioner 7000BTU E0260 Red,Contoso,Air Conditioners,Air Conditioners,Home Appliances
2330,Litware Wall Lamp E2015 Silver,Litware,Lamps,Lamps,Home Appliances
2090,Contoso Water Heater 7.2GPM X1800 Blue,Contoso,Water Heaters,Water Heaters,Home Appliances
1936,Fabrikam Refrigerator 4.6CuFt E2800 Orange,Fabrikam,Refrigerators,Refrigerators,Home Appliances
2333,Litware Desk Lamp E1020 Silver,Litware,Lamps,Lamps,Home Appliances
1023,A. Datum Advanced Digital Camera M300 Green,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1636,Contoso DVD 55DVD Storage Binder M56 Silver,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
2032,Litware Microwave 2.2CuFt M125 Grey,Litware,Microwaves,Microwaves,Home Appliances
177,SV 8xDVD E130 Black,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
336,SV Car Video LCD7W M7082 Brown,Southridge Video,Car Video,Car Video,TV and Video
1580,SV DVD Recorder L230 Grey,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
333,SV Car Video TFT7 M7002 Brown,Southridge Video,Car Video,Car Video,TV and Video
2057,Contoso Microwave 1.6CuFt M0125 White,Contoso,Microwaves,Microwaves,Home Appliances
2338,Litware Wall Lamp E2015 Grey,Litware,Lamps,Lamps,Home Appliances
1173,Fabrikam Budget Moviemaker 1/2'' 3mm E300 White,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2435,"Litware 14"" High Velocity Floor Fan E801 Silver",Litware,Fans,Fans,Home Appliances
469,Proseware LCD17 E200 Black,Proseware,Monitors,Monitors,Computers
501,Adventure Works CRT17 E105 Black,Adventure Works,Monitors,Monitors,Computers
988,A. Datum Slim Digital Camera M180 Silver,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
1587,SV DVD 48 DVD Storage Binder M50 Silver,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1080,Contoso SLR Camera X143 Silver,Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
733,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green",Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
40,Contoso 8GB Clock & Radio MP3 Player X850 Blue,Contoso,MP4&MP3,MP4&MP3,Audio
1761,MGS Combat Flight Simulator 2 M400,Tailspin Toys,Download Games,Download Games,Games and Toys
262,Contoso Home Theater System 2.1 Channel E1220 Silver,Contoso,Home Theater System,Home Theater System,TV and Video
184,SV 16xDVD E340 Silver,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
1849,NT Washer & Dryer 24in M2400 White,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
1894,Contoso Washer & Dryer 24in M240 Pink,Contoso,Washers & Dryers,Washers & Dryers,Home Appliances
1798,MGS Impossible Creatures2009 E154,Tailspin Toys,Download Games,Download Games,Games and Toys
1806,MGS Zoo Tycoon Dinosaur Digs2009 E162,Tailspin Toys,Download Games,Download Games,Games and Toys
616,WWI Projector 480p DLP12 Black,Wide World Importers,Projectors & Screens,Projectors & Screens,Computers
1629,Contoso DVD 38 DVD Storage Binder E25 Black,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1861,NT Washer & Dryer 15.5in E1550 Blue,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
48,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Recording Pen,Recording Pen,Audio
1621,Contoso DVD Movies E100 Yellow,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
2094,Contoso Water Heater 1.5GPM E0800 Blue,Contoso,Water Heaters,Water Heaters,Home Appliances
1866,NT Washer & Dryer 15.5in E1550 Green,Northwind Traders,Washers & Dryers,Washers & Dryers,Home Appliances
1845,Litware Washer & Dryer 21in E214 Green,Litware,Washers & Dryers,Washers & Dryers,Home Appliances
1715,MGS Shadow-run M230,Tailspin Toys,Download Games,Download Games,Games and Toys
1810,MGS Bicycle Card Games2009 E166,Tailspin Toys,Download Games,Download Games,Games and Toys
1671,MGS Hand Games for 12-16 boys E600 Black,Tailspin Toys,Boxed Games,Boxed Games,Games and Toys
587,Contoso Projector 1080p X980 White,Contoso,Projectors & Screens,Projectors & Screens,Computers
547,Proseware Screen 106in M1609 Black,Proseware,Projectors & Screens,Projectors & Screens,Computers
3,Contoso 1G MP3 Player E100 White,Contoso,MP4&MP3,MP4&MP3,Audio
97,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Bluetooth Headphones,Bluetooth Headphones,Audio
1730,MGS Dungeon Siege: Legends of Aranna M330,Tailspin Toys,Download Games,Download Games,Games and Toys
1752,MGS Flight Simulator 2002 M360,Tailspin Toys,Download Games,Download Games,Games and Toys
219,Litware Home Theater System 7.1 Channel M710 Silver,Litware,Home Theater System,Home Theater System,TV and Video
480,Proseware LCD20W M230 White,Proseware,Monitors,Monitors,Computers
716,Proseware High Speed Laser M2000 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
706,Proseware Fax Machine E100 White,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
652,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
786,Contoso Desktop Alternative Bundle E200 White,Contoso,Computers Accessories,Computers Accessories,Computers
2120,Contoso Coffee Maker 5C E0900 Black,Contoso,Coffee Machines,Coffee Machines,Home Appliances
2321,Litware Chandelier M6015 White,Litware,Lamps,Lamps,Home Appliances
1637,Contoso DVD 48 DVD Storage Binder M50 Red,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1087,"Contoso SLR Camera 35"" M358 Grey",Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
1269,Contoso Carrying Case E312 Blue,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
2362,Contoso Air conditioner 25000BTU L1672 Silver,Contoso,Air Conditioners,Air Conditioners,Home Appliances
315,SV Car Video AM/FM E1000 Silver,Southridge Video,Car Video,Car Video,TV and Video
320,SV Car Video LCD7W M7082 Silver,Southridge Video,Car Video,Car Video,TV and Video
431,Adventure Works Desktop PC1.80 ED180 Brown,Adventure Works,Desktops,Desktops,Computers
2136,Contoso Coffee Maker 12C M1000 Grey,Contoso,Coffee Machines,Coffee Machines,Home Appliances
308,SV Car Video LCD7W M7080 Silver,Southridge Video,Car Video,Car Video,TV and Video
1614,SV DVD 14-Inch Player Portable L100 White,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
372,Adventure Works Laptop15.4W M1548 White,Adventure Works,Laptops,Laptops,Computers
1125,"Fabrikam SLR Camera 35"" X358 Gold",Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
2197,Adventure Works Desk Lamp E1200 Black,Adventure Works,Lamps,Lamps,Home Appliances
1530,The Phone Company PDA Handheld 3.7 inch M630 Black,The Phone Company,Smart phones & PDAs,Smart phones & PDAs,Cell phones
1165,Fabrikam Social Videographer 1/2'' 3mm E300 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
2317,Litware Desk Lamp E1020 Black,Litware,Lamps,Lamps,Home Appliances
1929,Fabrikam Refrigerator 9.7CuFt M5600 Grey,Fabrikam,Refrigerators,Refrigerators,Home Appliances
927,SV 512MB Laptop memory E800 White,Southridge Video,Computers Accessories,Computers Accessories,Computers
400,WWI Laptop15.4W M0156 White,Wide World Importers,Laptops,Laptops,Computers
2156,Adventure Works Coffee Maker 5C E090 White,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
2042,Litware Microwave 0.8CuFt E080 Red,Litware,Microwaves,Microwaves,Home Appliances
483,Proseware LCD17 E200 White,Proseware,Monitors,Monitors,Computers
1252,Contoso Travel Charger for S-Series Battery E302 White,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
1343,Contoso Integrated Business Phone L08 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2097,Contoso Water Heater 4.0GPM M1250 Green,Contoso,Water Heaters,Water Heaters,Home Appliances
1187,"Fabrikam Business Videographer 2/3"" 17mm M280 Orange",Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1218,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1107,"Contoso SLR Camera 35"" M358 Orange",Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
2148,Adventure Works Coffee Maker 12C M100 Silver,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
1102,Contoso SLR Camera M145 Blue,Contoso,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
960,A. Datum Slim Digital Camera M180 Grey,A. Datum,Digital Cameras,Digital Cameras,Cameras and camcorders
435,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,Desktops,Desktops,Computers
2225,Adventure Works Chandelier M6150 Blue,Adventure Works,Lamps,Lamps,Home Appliances
2385,Proseware Air conditioner 10000BTU M490 White,Proseware,Air Conditioners,Air Conditioners,Home Appliances
2276,Proseware Desk Lamp E0130 Black,Proseware,Lamps,Lamps,Home Appliances
1607,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
1358,Contoso Electronic Private Automatic Branch Exchange M90 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2188,Fabrikam Coffee Maker 12C M100 Gold,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
171,SV 16xDVD E340 Black,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
1380,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
872,Contoso Wireless Laser Mouse E50 Silver,Contoso,Computers Accessories,Computers Accessories,Computers
443,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Desktops,Desktops,Computers
1216,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,Fabrikam,Camcorders,Camcorders,Cameras and camcorders
1362,Contoso Phone with 13-Number Memory (210) M301 White,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1327,Contoso In front of Centrex L15 Black,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
2403,Proseware Air conditioner 5200BTU E100 Silver,Proseware,Air Conditioners,Air Conditioners,Home Appliances
849,Contoso Ultraportable Neoprene Sleeve E30 Green,Contoso,Computers Accessories,Computers Accessories,Computers
1254,Contoso General Carrying Case E304 Black,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
609,Contoso Screen 85in E085 Silver,Contoso,Projectors & Screens,Projectors & Screens,Computers
562,Proseware Screen 80in E1010 White,Proseware,Projectors & Screens,Projectors & Screens,Computers
549,Proseware Screen 85in E1010 Black,Proseware,Projectors & Screens,Projectors & Screens,Computers
119,"Adventure Works 13"" Color TV E25 Silver",Adventure Works,Televisions,Televisions,TV and Video
1634,Contoso DVD 38 DVD Storage Binder E25 Silver,Contoso,Movie DVD,Movie DVD,"Music, Movies and Audio Books"
176,SV 16xDVD M360 Black,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
2517,Contoso In-Line Coupler E180 Silver,Contoso,Cell phones Accessories,Cell phones Accessories,Cell phones
34,Contoso 4GB Portable MP3 Player M450 Black,Contoso,MP4&MP3,MP4&MP3,Audio
284,Contoso Home Theater System 5.1 Channel M1510 Brown,Contoso,Home Theater System,Home Theater System,TV and Video
1296,Contoso USB Cable M250 Black,Contoso,Cameras & Camcorders Accessories,Cameras & Camcorders Accessories,Cameras and camcorders
1769,MGS Gears of War 2008 M450,Tailspin Toys,Download Games,Download Games,Games and Toys
1771,MGS Age of Empires III: The Asian Dynasties 2009 E127,Tailspin Toys,Download Games,Download Games,Games and Toys
1831,Litware Washer & Dryer 15.5in E150 White,Litware,Washers & Dryers,Washers & Dryers,Home Appliances
675,Proseware Laser Jet All in one X300 Grey,Proseware,"Printers, Scanners & Fax","Printers, Scanners & Fax",Computers
1465,Contoso Finger Touch Screen Phones M30 Black,Contoso,Touch Screen Phones,Touch Screen Phones,Cell phones
1405,Contoso 2-Line Speakerphone M109 Grey,Contoso,Home & Office Phones,Home & Office Phones,Cell phones
1121,"Fabrikam SLR Camera 35"" X358 Silver Grey",Fabrikam,Digital SLR Cameras,Digital SLR Cameras,Cameras and camcorders
2181,Fabrikam Coffee Maker 4C E080 White,Fabrikam,Coffee Machines,Coffee Machines,Home Appliances
191,SV 8xDVD E140 Silver,Southridge Video,VCD & DVD,VCD & DVD,TV and Video
2162,Adventure Works Coffee Maker 5C E090 Grey,Adventure Works,Coffee Machines,Coffee Machines,Home Appliances
2428,Litware Mobile Fan External USB Cooling Fan E601 White,Litware,Fans,Fans,Home Appliances
1974,Litware Refrigerator 1.7CuFt E120 Grey,Litware,Refrigerators,Refrigerators,Home Appliances
757,Contoso Enhanced Capacity Battery M800 Black,Contoso,Computers Accessories,Computers Accessories,Computers
2255,WWI Floor Lamp M215 Grey,Wide World Importers,Lamps,Lamps,Home Appliances
2051,Litware Microwave 1.6CuFt M125 Blue,Litware,Microwaves,Microwaves,Home Appliances
565,Proseware Projector 720p LCD56 Silver,Proseware,Projectors & Screens,Projectors & Screens,Computers
539,Proseware Projector 1080p LCD86 Black,Proseware,Projectors & Screens,Projectors & Screens,Computers
133,"Adventure Works 20"" LCD HDTV M120 Silver",Adventure Works,Televisions,Televisions,TV and Video
134,"Adventure Works 20"" LCD HDTV M120 Black",Adventure Works,Televisions,Televisions,TV and Video
5,Contoso 2G MP3 Player E200 Red,Contoso,MP4&MP3,MP4&MP3,Audio
575,Contoso Projector 1080p X980 Black,Contoso,Projectors & Screens,Projectors & Screens,Computers
1759,MGS MechWarrior 4: Vengeance X800,Tailspin Toys,Download Games,Download Games,Games and Toys
228,Litware Home Theater System 2.1 Channel E211 Brown,Litware,Home Theater System,Home Theater System,TV and Video
1881,Contoso Washer & Dryer 15.5in E155 Blue,Contoso,Washers & Dryers,Washers & Dryers,Home Appliances
